reviewer_name,review_time_diff,review_rating
brianth,"< 10 days",good
jujusbe,"< 10 days",bad
leebing,"< 10 days",good
markl116,"> 50 days",good
majid,"< 10 days",good
fleemanc,"> 50 days",good
r_tech1,"> 50 days",bad
jopochip,"> 50 days",good
rjn48tnt,"> 50 days",good
zeebo,"< 10 days",bad
lausmith66,"< 10 days",bad
njv0705,"< 10 days",bad
packfan,"< 10 days",bad
Rcarca,"< 10 days",bad
phatdaddy1228,"< 10 days",good
jethrotree,"< 10 days",bad
MarkInSTL,"> 50 days",good
"Kathy Kish","< 10 days",good
C_Badger,"< 10 days",good
so__pissed_off,"< 10 days",bad
Cliffyb,"< 10 days",good
grantav,"< 10 days",bad
dickl,"< 10 days",good
dubbs,"< 10 days",good
sseldin,"< 10 days",good
cel80,"< 10 days",good
Micron_VG,"< 10 days",good
ezeeahelms,"< 10 days",good
justabiggerkid,"11 to 50 days",good
kajiym,"< 10 days",good
shillow68,"< 10 days",good
"Big Cov","< 10 days",bad
opt1cs,"< 10 days",bad
SteveTX,"> 50 days",bad
sikieiki,"11 to 50 days",good
Drantin,"< 10 days",good
wildsky,"< 10 days",bad
Bi0NicSQUiD,"> 50 days",good
pandahouse,"< 10 days",bad
ImlivinforGod,"< 10 days",bad
anc2,"< 10 days",bad
legalbeagle32,"< 10 days",bad
onesmartgirl,"< 10 days",bad
texasttomman,"< 10 days",NULL
spiritaduni,"< 10 days",NULL
dswank72,"> 50 days",good
shottzee,"< 10 days",bad
path1129,"< 10 days",bad
gentlek,"< 10 days",bad
Siovana,"< 10 days",bad
hmm...,"< 10 days",good
Wrangler936,"< 10 days",bad
caymera,"< 10 days",bad
lizzy836,"< 10 days",good
jexxus2b,"< 10 days",bad
IRISHAVA,"< 10 days",bad
lauhk,"< 10 days",bad
chriscorvette,"> 50 days",bad
afchad,"< 10 days",bad
clyde1988,"< 10 days",bad
nickybrooks,"< 10 days",bad
rachel1123,"< 10 days",bad
frederickj,"< 10 days",bad
SexiiBreezii,"< 10 days",bad
felice77,"< 10 days",good
iceui2,"> 50 days",good
evb,"< 10 days",good
riddler1019,"< 10 days",bad
basketket,"< 10 days",bad
abebooks_sucks,"< 10 days",bad
Toyia,"< 10 days",bad
JKMom,"< 10 days",good
tdhogue,"< 10 days",good
hpm0,"< 10 days",bad
Maximus_Manimal,"> 50 days",good
1Angry-Customer,"< 10 days",bad
ericKay,"< 10 days",bad
anitasg2000,"< 10 days",good
JulietWJ,"< 10 days",good
Yogesh1,"< 10 days",bad
shiori2525,"> 50 days",bad
"John from SC","> 50 days",good
Billneedsyou,"< 10 days",NULL
nebliotic,"< 10 days",bad
sunkissedskies,"< 10 days",bad
jeffhirk,"> 50 days",good
omnity,"11 to 50 days",good
dimka,"> 50 days",bad
layala,"< 10 days",bad
qcharlie,"11 to 50 days",bad
spicedchai,"< 10 days",good
loadedmind,"> 50 days",bad
infiniteblue,"11 to 50 days",bad
selim,"< 10 days",bad
danielnorling,"< 10 days",bad
rogerfromco,"< 10 days",bad
danlui,"> 50 days",bad
kimdani1,"> 50 days",bad
cork_kyle,"< 10 days",NULL
flateric,"< 10 days",good
"Justin Hancock","> 50 days",bad
sharapova85,"< 10 days",bad
mmize,"< 10 days",good
btesar,"< 10 days",bad
paulpolow,"< 10 days",bad
turkeysandwich,"< 10 days",bad
simonlagree,"< 10 days",bad
leonlimkb,"> 50 days",bad
katwenke,"< 10 days",bad
gvgs98,"< 10 days",bad
lenka,"< 10 days",good
paparazzinick,"> 50 days",bad
no4k,"< 10 days",bad
Rorifeela,"> 50 days",good
Kifishiang,"< 10 days",bad
woolfian,"< 10 days",good
Tozmo,"< 10 days",good
dawnygirl,"< 10 days",good
robmeyer,"< 10 days",good
YettaKahn,"11 to 50 days",good
kennyg92,"> 50 days",good
"McQueen Fan","< 10 days",good
"Michael Mejido","11 to 50 days",good
ScottSanders3,"< 10 days",good
abetextbooks,"< 10 days",good
chaptersus,"< 10 days",good
abetextbooks,"< 10 days",good
sebanod,"< 10 days",bad
gsutoph,"> 50 days",good
PurpleFalcon,"< 10 days",bad
mchadjin,"< 10 days",good
mrsal,"< 10 days",good
coyote66,"< 10 days",bad
masterwolf41,"< 10 days",good
gabrielbastidas,"11 to 50 days",good
garberw,"< 10 days",good
tsoutij,"< 10 days",bad
eckre,"< 10 days",bad
GRBentley,"< 10 days",good
wysterien,"11 to 50 days",good
intellitechs,"< 10 days",bad
"Super Yoda","< 10 days",bad
tposey,"< 10 days",bad
tashe,"< 10 days",good
Badddleo,"< 10 days",good
demonwp,"< 10 days",good
cdtiehe,"< 10 days",good
sxm,"< 10 days",bad
pcjbrig,"> 50 days",bad
rickysun,"< 10 days",bad
pclabman,"< 10 days",good
cmh,"< 10 days",bad
diamondback,"< 10 days",bad
SXU,"< 10 days",bad
mike_fal,"< 10 days",bad
CriticalPath,"< 10 days",bad
lando,"< 10 days",bad
RTrais,"< 10 days",good
RayofLight,"< 10 days",good
msu1878,"< 10 days",good
ncoppola,"< 10 days",good
pmills,"> 50 days",good
gazoooo,"< 10 days",good
LOU,"< 10 days",bad
mbrson,"< 10 days",good
jameskg,"< 10 days",good
cmdrmonkey,"< 10 days",bad
CAWMSC,"< 10 days",good
rranta,"< 10 days",good
einaaii,"< 10 days",bad
myduk,"< 10 days",bad
wildenj,"< 10 days",good
netpro1,"> 50 days",bad
mendoza1,"< 10 days",good
DeMoN_LAG,"< 10 days",bad
isotope07,"< 10 days",good
hartner,"> 50 days",bad
CyberWarrior,"< 10 days",bad
phatman,"> 50 days",neutral
ripper56313,"> 50 days",bad
christev1,"< 10 days",good
susantex98,"< 10 days",bad
smilligan,"< 10 days",bad
ecallawevad,"< 10 days",bad
callsignviper,"< 10 days",bad
mwigdahl,"< 10 days",good
defmike,"< 10 days",bad
tmcrouse,"< 10 days",bad
xetairex,"< 10 days",bad
ejcm55,"< 10 days",good
Kickstand,"> 50 days",good
candicane,"< 10 days",bad
dlock,"< 10 days",bad
KansasAU,"< 10 days",bad
rromasko,"< 10 days",bad
YoMax,"< 10 days",NULL
j3ffy,"< 10 days",bad
abishai,"< 10 days",bad
nz7kln,"11 to 50 days",bad
jacjac613,"< 10 days",bad
k_zildjian,"11 to 50 days",bad
tgsh,"< 10 days",bad
the_viper,"11 to 50 days",NULL
Vesh,"< 10 days",bad
frank22,"< 10 days",good
jocooper56628,"> 50 days",bad
rjn48tnt,"< 10 days",bad
SynergyVII,"< 10 days",bad
GoodAdvise,"> 50 days",bad
sjsharkie,"< 10 days",bad
jand2340,"< 10 days",bad
CelticDemolition,"< 10 days",bad
IM,"< 10 days",bad
willfuller,"11 to 50 days",bad
Keerist325,"> 50 days",bad
duaneo,"11 to 50 days",good
sc4400sc,"< 10 days",bad
jamoyer,"> 50 days",good
"Richard Cranium","> 50 days",good
princey,"< 10 days",bad
nh,"< 10 days",bad
vanfeer,"< 10 days",bad
StoRock,"< 10 days",bad
unsatisfied27,"< 10 days",bad
mcorner,"< 10 days",bad
simonc,"< 10 days",bad
rimmer59,"< 10 days",bad
rtg,"< 10 days",good
Watchdog1964,"< 10 days",bad
ndgf,"> 50 days",good
runman,"> 50 days",bad
only213,"< 10 days",good
billis,"> 50 days",good
kanling,"> 50 days",bad
FiOS-Dave,"> 50 days",bad
polymer1952,"> 50 days",NULL
ghfinn,"< 10 days",bad
ralyon,"< 10 days",bad
Remy2023,"< 10 days",bad
thelmab,"< 10 days",bad
frostbitetwice,"> 50 days",good
bear2635,"< 10 days",bad
ren28,"> 50 days",bad
smartshopper562,"> 50 days",good
"cheese pizza","< 10 days",good
jullieanne,"< 10 days",good
myeh1,"< 10 days",good
NicoleDenison,"< 10 days",good
Joanvieve,"< 10 days",good
"Joanie Busund","< 10 days",good
violetempress,"< 10 days",good
clm9501,"< 10 days",good
McGaw,"< 10 days",good
karabas7,"< 10 days",good
Md226,"< 10 days",bad
Viktoria,"< 10 days",good
"Holly P","< 10 days",bad
"from NJ","< 10 days",bad
isme,"< 10 days",bad
alexorka,"< 10 days",good
tiffanySmith8585,"< 10 days",good
bombdropper,"< 10 days",good
judedil,"< 10 days",good
Phisherman,"> 50 days",bad
collanshelash,"< 10 days",bad
silversinksam,"> 50 days",bad
shoemanfoo,"< 10 days",bad
ctw123,"< 10 days",bad
angela_g,"< 10 days",bad
rogerpebert,"< 10 days",good
dgross144,"< 10 days",bad
ejmaroto,"< 10 days",bad
gardavis,"> 50 days",good
threerabbits,"> 50 days",bad
simmonsj,"< 10 days",good
tonalvariation,"< 10 days",bad
chesdinbuyer,"< 10 days",bad
pinecreeknit,"< 10 days",bad
"Jubba the cat","< 10 days",bad
surplusbuyer7,"> 50 days",bad
FPDunn,"< 10 days",bad
ZoeyStar,"< 10 days",bad
GloryB,"> 50 days",good
jebbj,"< 10 days",bad
treatless_one,"> 50 days",good
JohnTronski,"< 10 days",good
gilseed,"< 10 days",bad
ozar,"> 50 days",good
tetrisattaque,"< 10 days",bad
"sweet melissa","< 10 days",bad
theixl,"< 10 days",good
NHconsumer,"< 10 days",bad
jonandabby,"< 10 days",good
busmandean,"< 10 days",good
courtrat,"> 50 days",good
RMoy,"> 50 days",bad
jszair,"< 10 days",bad
riverside456,"< 10 days",bad
fredp1t,"< 10 days",good
hatr,"> 50 days",good
SquareTrade,"> 50 days",good
JARCHICAGO,"< 10 days",bad
rdw6,"< 10 days",NULL
hiphophead85,"< 10 days",good
Exelion,"< 10 days",good
BRD,"< 10 days",good
"Ajacks 14009","< 10 days",bad
"Kenneth K","< 10 days",good
jv,"> 50 days",good
tweekly,"< 10 days",good
rogersmith,"> 50 days",good
thetablack,"> 50 days",good
Pclevel1,"< 10 days",good
momov,"> 50 days",good
sudheer,"< 10 days",bad
nameless1,"< 10 days",good
wes35,"< 10 days",good
Grodzman,"> 50 days",good
AChong60758,"> 50 days",good
Howie411,"> 50 days",bad
Ajlo,"> 50 days",good
loaman3,"< 10 days",good
SparkyTheFiredog,"< 10 days",good
cohs,"< 10 days",bad
digger69,"> 50 days",good
peterdchess,"> 50 days",good
stardood,"< 10 days",good
samijubal,"< 10 days",good
thebad1,"< 10 days",good
zerofield,"> 50 days",good
dealshunter,"< 10 days",bad
mikevince,"< 10 days",good
h2045,"< 10 days",good
MikeFL52,"< 10 days",bad
leifnelson,"< 10 days",good
ashokcsn,"< 10 days",good
didgeridoo,"< 10 days",bad
"Lizzie S","< 10 days",good
jimnanners,"< 10 days",bad
rgbauer,"11 to 50 days",good
goodguy2k,"> 50 days",neutral
dorkydiva,"< 10 days",good
Kandyman73,"< 10 days",good
ahannan9,"> 50 days",good
aw1234,"< 10 days",good
calicoemw,"11 to 50 days",good
cmm,"< 10 days",good
AnthonyRoberts,"11 to 50 days",good
mph0508,"< 10 days",good
joemanausa,"< 10 days",bad
pz610,"11 to 50 days",good
drpyxel,"> 50 days",good
geoanx,"< 10 days",good
gibsonjason1,"> 50 days",good
dakerr,"11 to 50 days",good
wpodolak,"> 50 days",good
nickstaal,"< 10 days",good
GN2007,"< 10 days",good
pecel,"> 50 days",good
BuLLiTT,"> 50 days",good
jmycal,"< 10 days",good
rnuss1,"> 50 days",good
Mbrenn516,"< 10 days",good
esodolak,"< 10 days",good
lsun01,"11 to 50 days",good
gailhusted,"11 to 50 days",good
Rich2Putt,"< 10 days",good
CynthiaD,"11 to 50 days",good
lezhik,"< 10 days",good
glandix,"> 50 days",good
GabbyRoberta,"11 to 50 days",bad
warrenrose,"11 to 50 days",good
fstopfitz,"< 10 days",good
dloose,"< 10 days",good
Alloutbukwild,"< 10 days",good
jrr7,"> 50 days",good
goodybar1987,"< 10 days",good
vmax,"> 50 days",good
ics,"> 50 days",good
iamupset,"< 10 days",bad
rrschlesinger,"< 10 days",bad
DCT,"11 to 50 days",good
crowbyto,"< 10 days",good
NYCGecko,"< 10 days",good
krgant,"< 10 days",bad
qw9sanman,"11 to 50 days",good
tfbriels,"< 10 days",good
dkrekas,"< 10 days",good
HokieNYC,"< 10 days",good
enovah,"< 10 days",good
willmarks,"< 10 days",bad
doctorwizz,"> 50 days",good
ppettitjr,"> 50 days",good
rnarsian,"> 50 days",good
goodinca,"< 10 days",good
indiggio,"> 50 days",good
picky_oldster,"> 50 days",good
jasonhal,"< 10 days",good
critzi,"< 10 days",bad
contraryan,"< 10 days",bad
joematt,"< 10 days",bad
Evinx,"< 10 days",good
Falcon_2004,"> 50 days",bad
ryankent,"< 10 days",good
HerbV,"> 50 days",good
glp1233,"< 10 days",good
SeiGe_Jet,"11 to 50 days",good
nocando,"< 10 days",good
czisnyj,"> 50 days",good
"The Merg","> 50 days",good
pash,"< 10 days",good
jimsawhill,"< 10 days",good
krow,"> 50 days",good
timeofnew,"< 10 days",good
goldsuv,"< 10 days",good
Slowrider5,"< 10 days",bad
arckac,"< 10 days",good
henryatwork,"< 10 days",bad
Forevame7189,"> 50 days",good
t_bone,"> 50 days",good
yeadon563,"> 50 days",bad
idodi,"< 10 days",good
Dulanix,"> 50 days",bad
Golden_Louie,"< 10 days",good
kevinkwann,"> 50 days",good
harrynobel,"< 10 days",good
nostradx,"> 50 days",bad
jamcginnis,"> 50 days",good
theonlychink,"< 10 days",good
markgncp,"< 10 days",bad
flgator1613,"> 50 days",good
yodavater,"> 50 days",good
Dixierebel,"> 50 days",good
"Rich Barger","> 50 days",good
Bstjohn,"> 50 days",good
rh71,"> 50 days",good
otonitoni,"< 10 days",bad
RudePuppy,"< 10 days",good
"amarillo jack","> 50 days",good
ejakab,"> 50 days",bad
sholakh,"< 10 days",good
dbanttari,"< 10 days",good
rhfritz,"> 50 days",good
sw2727,"< 10 days",good
huckleberry,"< 10 days",bad
Crixis,"> 50 days",bad
tnoutlaw49,"11 to 50 days",bad
Jmalin72207,"> 50 days",bad
barginhunter,"> 50 days",good
Larebear,"> 50 days",bad
crimneo,"> 50 days",good
Kypp,"11 to 50 days",bad
jusjules,"< 10 days",good
Zebdawg,"11 to 50 days",bad
WillisP,"< 10 days",NULL
Inu_Yasha,"> 50 days",good
Trauma_Med,"> 50 days",good
crankster,"< 10 days",good
dangerdavis,"< 10 days",good
x_jiang,"< 10 days",good
babalu,"> 50 days",neutral
acicom,"< 10 days",good
azwelkers,"> 50 days",good
ebosx,"< 10 days",good
dropiski,"> 50 days",good
payeur69,"11 to 50 days",good
prithviraj2k,"< 10 days",good
Dingleberry,"< 10 days",good
vvhirI,"> 50 days",bad
jp473,"< 10 days",bad
virtualb,"< 10 days",neutral
simonkech,"< 10 days",good
ilovetheusers,"11 to 50 days",good
macaster,"< 10 days",good
nkcomp,"> 50 days",good
ttampr,"< 10 days",bad
Idalvivian,"< 10 days",bad
notyourbroom,"< 10 days",bad
luke2233,"< 10 days",good
sgandhi85,"< 10 days",bad
vagrantino,"11 to 50 days",good
jwdk,"< 10 days",good
dennis16,"> 50 days",good
secret69,"< 10 days",good
msrickard,"< 10 days",bad
Anna.CA,"< 10 days",good
dthomaswhite,"< 10 days",bad
"Jack from CA","< 10 days",good
piratepolice,"< 10 days",good
spamjim,"< 10 days",bad
Lovetomodel3D,"< 10 days",bad
lego2001,"< 10 days",good
Falcon2010,"< 10 days",bad
mjcook,"< 10 days",bad
boom1128,"< 10 days",bad
psaulm119,"> 50 days",neutral
ScaperCrawford,"< 10 days",bad
asrichards,"< 10 days",bad
ASLYN,"< 10 days",good
rsbjr,"< 10 days",bad
countessalameda,"< 10 days",bad
jkr,"< 10 days",bad
purpledog,"< 10 days",bad
ruzick,"> 50 days",good
Cooneysphotos,"< 10 days",good
hippychikn,"< 10 days",bad
prinsallyfaye,"< 10 days",bad
yantdj,"< 10 days",bad
kassismom,"< 10 days",bad
artar,"< 10 days",bad
rckeys88,"< 10 days",bad
tough_dog,"> 50 days",bad
lpindar,"< 10 days",bad
rockgeology7,"< 10 days",bad
Ringem1,"< 10 days",good
jbusillo,"< 10 days",good
tcwasher,"< 10 days",good
"Andrew E","< 10 days",good
mattslyk,"< 10 days",bad
ArcticEd,"> 50 days",good
poolroger,"< 10 days",good
Polowathlo,"< 10 days",good
iamcustomer,"< 10 days",bad
syindy,"> 50 days",good
thegcnetlife,"< 10 days",good
JMac,"> 50 days",bad
hopelesmiddle,"< 10 days",good
Nathan0490,"> 50 days",good
kamoffers,"> 50 days",bad
shadowdweller,"< 10 days",bad
flawless0000,"< 10 days",bad
Carn,"< 10 days",bad
catchmyvibe06,"< 10 days",good
kenv34,"< 10 days",bad
mbartok,"> 50 days",NULL
rg1890,"< 10 days",good
mrkeone,"11 to 50 days",good
lordofshadows,"> 50 days",neutral
djhamma,"< 10 days",bad
maiios,"< 10 days",bad
DHickman,"< 10 days",good
gdavis88,"< 10 days",bad
csshef,"< 10 days",good
gsk,"< 10 days",good
sandman-x,"< 10 days",good
damage6,"< 10 days",bad
Tarrant149,"< 10 days",bad
bopp1,"> 50 days",good
mablacksv,"< 10 days",bad
tfootball33,"< 10 days",bad
user5412,"> 50 days",bad
coupalj,"< 10 days",bad
jlwei,"< 10 days",bad
whoster69,"> 50 days",bad
MarkMcK,"11 to 50 days",good
agntwd40,"> 50 days",good
sgoodwin,"< 10 days",good
rmpotts,"< 10 days",bad
kcrae,"< 10 days",bad
bnbkennels,"< 10 days",bad
jlw3,"< 10 days",bad
stangandbang,"< 10 days",good
ursusnorse,"< 10 days",bad
epcenter5hz,"11 to 50 days",good
jamezjams,"< 10 days",good
dohnjeer,"< 10 days",bad
rakrecak,"> 50 days",bad
pmcg,"> 50 days",good
myrealbox,"< 10 days",good
byum77,"> 50 days",good
Puremix1,"< 10 days",good
trangler,"> 50 days",good
puomike,"> 50 days",good
pspness,"> 50 days",good
ArmorRavn,"< 10 days",good
osnake,"> 50 days",good
23bobbyg,"< 10 days",good
mitchellmyler,"< 10 days",good
HRichter113,"< 10 days",good
THXcertified77,"< 10 days",good
rthompson,"> 50 days",good
gopena,"< 10 days",good
RIPONPRINTERS,"< 10 days",bad
freegracefrom,"< 10 days",bad
hbennur,"< 10 days",bad
letapbb,"< 10 days",good
sprover,"< 10 days",bad
LCD_Shopper,"< 10 days",bad
bachbeet,"< 10 days",bad
DKBlair,"< 10 days",bad
Marineclerk,"< 10 days",bad
silver-snake,"< 10 days",good
dmny01,"< 10 days",good
jerpat,"> 50 days",bad
matos1016,"< 10 days",bad
acallin,"< 10 days",bad
LAALAA,"< 10 days",bad
8watt300b,"< 10 days",neutral
tony87,"< 10 days",neutral
jckessler75,"< 10 days",good
wiz311,"< 10 days",good
romeo1,"< 10 days",good
payoda,"< 10 days",bad
NobodyByChoice,"< 10 days",good
Artful,"< 10 days",bad
BVRA29,"< 10 days",bad
hotneutron,"< 10 days",bad
Paazel,"> 50 days",good
jz4h3m,"< 10 days",good
BBowermaster,"> 50 days",good
steve_price,"> 50 days",good
lipseyt,"< 10 days",good
gsutoph,"< 10 days",neutral
sparkmark,"< 10 days",good
Leddy,"< 10 days",bad
PC422,"> 50 days",good
djdrock,"> 50 days",good
kurrasoe,"< 10 days",good
saxafrazx,"> 50 days",good
tuffptn,"< 10 days",good
so_cal_forever,"> 50 days",good
Man_Kicker,"11 to 50 days",good
counpk39,"< 10 days",good
rrguy55,"> 50 days",good
jeepfun,"< 10 days",good
KMKNEBEL,"> 50 days",good
eddo713,"11 to 50 days",good
eskendir,"11 to 50 days",good
Cino,"< 10 days",good
ejone9,"< 10 days",bad
lkmaryfl,"< 10 days",bad
Medic519,"< 10 days",bad
flintknapper,"< 10 days",bad
txkevin,"< 10 days",bad
lkujju,"< 10 days",bad
skoorbian,"< 10 days",bad
dougsmitty,"< 10 days",bad
xtrs360,"< 10 days",bad
DonAbney,"< 10 days",bad
sixpack,"< 10 days",bad
lnw3602,"< 10 days",bad
GuyWhoBuysThings,"< 10 days",bad
ChathamDaleJ,"< 10 days",bad
bmitsiop,"< 10 days",good
biggmark97,"< 10 days",bad
noosemitemos,"< 10 days",bad
chrisjoplin,"< 10 days",bad
BobbyC1,"< 10 days",bad
ddk001,"< 10 days",bad
AzNovaCat,"< 10 days",bad
kaykay1105,"< 10 days",bad
pc35,"< 10 days",bad
Jeffounet,"< 10 days",bad
kcferret,"< 10 days",bad
allankdd,"< 10 days",good
bbrut2000,"< 10 days",bad
RickNik,"< 10 days",bad
ravenx2k,"< 10 days",bad
cliffradz,"< 10 days",bad
niknik,"> 50 days",bad
macpherg,"< 10 days",bad
holachica,"< 10 days",bad
dhhypr,"< 10 days",bad
daddy8,"< 10 days",bad
dingokbabs,"< 10 days",bad
jasonKB4,"< 10 days",bad
lferree,"< 10 days",bad
smiley96,"< 10 days",bad
fifibythesea,"< 10 days",bad
Tevster,"< 10 days",bad
djunique,"< 10 days",bad
Metaz39,"< 10 days",NULL
Benvero,"< 10 days",bad
mattprimus,"< 10 days",bad
hdubois,"< 10 days",bad
hoho223,"< 10 days",bad
ragriffin,"< 10 days",bad
BrentHamm,"< 10 days",bad
cannguyen22573,"< 10 days",bad
golds,"< 10 days",bad
TomSc,"< 10 days",bad
tritran,"< 10 days",bad
RBM25,"< 10 days",bad
alcpd022,"< 10 days",bad
jjpalet,"< 10 days",good
Helenk9,"< 10 days",bad
fspj2,"< 10 days",bad
jaredheck,"< 10 days",bad
WINTHER,"< 10 days",bad
alans1959,"< 10 days",bad
lawbabe,"< 10 days",bad
customer1234,"< 10 days",bad
Hisnangel,"< 10 days",bad
coweyes,"< 10 days",bad
jpsalci,"< 10 days",bad
minikin,"< 10 days",bad
kilgoretrout,"< 10 days",bad
"Ron Morris","< 10 days",bad
DeRushaJ,"< 10 days",bad
"max lee","< 10 days",bad
jj2002,"< 10 days",bad
weirdsci,"< 10 days",bad
ccc216,"< 10 days",bad
lit,"< 10 days",bad
jeanlo,"< 10 days",bad
pdbrooks,"< 10 days",bad
Roger_k_07747,"11 to 50 days",bad
zhoujianfu,"< 10 days",bad
"Santa Fe Painter","< 10 days",good
pinky285,"11 to 50 days",good
annmac,"< 10 days",bad
chetsey,"< 10 days",bad
wbsuy,"< 10 days",good
fisher5731,"< 10 days",good
padvani,"< 10 days",bad
tplive,"< 10 days",good
tkilyspetty,"< 10 days",good
skytommyrow,"< 10 days",good
daivdq,"< 10 days",good
jlecara,"< 10 days",good
alex195711,"< 10 days",good
ericholinger,"< 10 days",bad
greenflip-flops,"< 10 days",bad
TRINDA,"11 to 50 days",bad
radiotecha1234,"> 50 days",good
adagabbydom,"< 10 days",bad
maczapit,"< 10 days",bad
jn3al1,"< 10 days",bad
krlesler,"< 10 days",bad
tomball9087,"< 10 days",good
Booyah_Saki,"< 10 days",bad
mrcartoon11,"< 10 days",good
hokieandsailor,"< 10 days",bad
billj1824,"> 50 days",bad
VRSICK,"> 50 days",good
3degree,"< 10 days",good
place2route,"< 10 days",good
jdpurcell,"> 50 days",good
wyddojo,"< 10 days",good
rockstarr89,"< 10 days",bad
CarmenB,"< 10 days",good
russwa,"< 10 days",bad
dpotter,"< 10 days",bad
gchong51386,"< 10 days",good
ckeegan,"< 10 days",bad
shwagg,"< 10 days",bad
moabarches,"< 10 days",bad
thealko,"< 10 days",good
banshee4me,"< 10 days",bad
ramjetranch,"< 10 days",good
kvandivo,"> 50 days",good
M34Tplow,"< 10 days",bad
thingejf,"< 10 days",good
msu1878,"> 50 days",good
thedocisn2,"> 50 days",good
kevzoowie,"< 10 days",bad
CaseyRoxne,"< 10 days",good
"Non delivered","< 10 days",good
heffabunns,"< 10 days",good
interlard,"< 10 days",NULL
BeachBufy,"< 10 days",bad
seanwil12,"< 10 days",bad
fioletowaryba,"< 10 days",good
wfsmith819,"< 10 days",bad
OHMSLYNN,"< 10 days",bad
diver1217,"< 10 days",good
qemls29,"< 10 days",bad
ericalovesalaska,"< 10 days",good
xxkixzplayaxx,"< 10 days",good
jts102964,"< 10 days",good
dj928,"> 50 days",bad
kairamkonda,"< 10 days",bad
athodyd,"< 10 days",good
Laurberm,"< 10 days",bad
Mark76,"< 10 days",bad
amberh41,"< 10 days",good
nimcdow,"> 50 days",good
RepubCitiz,"< 10 days",bad
"Jim Martin","< 10 days",good
SCOOTER46224,"< 10 days",good
fogtrope,"< 10 days",good
philly33flyers,"< 10 days",bad
shinzontheta88,"< 10 days",good
attarfamily,"< 10 days",good
aileet15,"< 10 days",NULL
bicsma,"< 10 days",good
pkerry8,"< 10 days",good
hoopindaily4,"< 10 days",good
TheMackDaddy,"< 10 days",good
azbearoh,"> 50 days",good
CWulf,"11 to 50 days",good
danielreign,"< 10 days",good
DanaLinder,"< 10 days",good
mirabug,"< 10 days",good
lgincite,"< 10 days",good
cstemm,"< 10 days",good
walker023,"< 10 days",bad
madmanx,"< 10 days",good
tmushy,"< 10 days",good
kannan,"< 10 days",bad
red_dog007,"< 10 days",good
gusshr,"< 10 days",bad
macs312,"> 50 days",neutral
Ichelo,"< 10 days",bad
Kazzkazz,"< 10 days",good
keepertoad,"< 10 days",bad
"jenna brooke","< 10 days",good
dmdumas,"> 50 days",bad
deedub,"< 10 days",good
nissy,"< 10 days",good
GrannyB,"< 10 days",bad
namdups,"< 10 days",bad
Confusatron,"11 to 50 days",good
Tiawaz,"< 10 days",bad
Mistakat,"< 10 days",good
bionicbadger,"< 10 days",good
mnemat,"> 50 days",good
dinh45,"< 10 days",good
pvriesinga,"< 10 days",good
roversreturn,"< 10 days",good
tweakerxp,"> 50 days",good
babudro,"> 50 days",good
r8176,"< 10 days",good
rogerbbsi,"< 10 days",good
kennylouie,"< 10 days",good
grkirkland,"< 10 days",good
"Peter Doucet","< 10 days",good
densaurs,"< 10 days",good
jcwhui,"< 10 days",good
Obi_Wan,"< 10 days",good
sgtrock,"< 10 days",good
abaldwin,"> 50 days",bad
"white phoenix","< 10 days",bad
bubazoo,"< 10 days",bad
lirgafin99,"> 50 days",bad
Dude666666666,"< 10 days",bad
-=rex=-,"> 50 days",good
dwj3144,"< 10 days",bad
davidlhill,"< 10 days",bad
crapple0,"< 10 days",bad
MikeyChes,"11 to 50 days",bad
enigma_e7,"< 10 days",bad
thekaz,"> 50 days",bad
daviddief,"< 10 days",bad
mheasley,"> 50 days",good
boss_frog,"< 10 days",good
tvarriale,"< 10 days",bad
bilgewater1,"< 10 days",bad
chemdeath,"< 10 days",bad
Dnachoh,"< 10 days",bad
bigredcj5,"< 10 days",bad
BlakHawc,"< 10 days",bad
petardfoozer,"< 10 days",bad
joutzen,"< 10 days",bad
Hizzout,"11 to 50 days",neutral
johncass,"< 10 days",bad
j3wn1x,"> 50 days",bad
kenag1985,"< 10 days",good
mvjs,"< 10 days",bad
lained,"< 10 days",bad
dmplatt,"< 10 days",bad
"Tim Miser","11 to 50 days",bad
algorythm,"< 10 days",bad
Arsonal,"< 10 days",good
AbdulK,"< 10 days",bad
nahuntapdga,"< 10 days",bad
Movingreader,"< 10 days",bad
drstorm,"< 10 days",bad
Pyro123641,"> 50 days",bad
dwiese01,"< 10 days",bad
tcrepair,"> 50 days",bad
bdtech,"< 10 days",bad
BroncoBoy,"< 10 days",bad
phrekn,"11 to 50 days",bad
abiheiri,"< 10 days",bad
chad1011,"< 10 days",bad
Stuff99,"< 10 days",bad
pbrandonc00,"< 10 days",bad
daninde,"> 50 days",bad
dude,"> 50 days",NULL
animedude,"> 50 days",NULL
strahdakins,"< 10 days",bad
A16,"< 10 days",bad
dbcooper,"< 10 days",bad
Brokenstatic44,"< 10 days",bad
advanced2,"< 10 days",bad
MasterRunner,"< 10 days",bad
Sting22100,"< 10 days",bad
"Grey Ghost","< 10 days",bad
Nonentity,"< 10 days",bad
starblazer,"< 10 days",bad
Rppd&amp;PssdOff!,"< 10 days",bad
n924jw,"< 10 days",bad
faded,"< 10 days",bad
sugardaddy,"> 50 days",bad
DLDante,"< 10 days",bad
weasel9284,"< 10 days",bad
fizzak,"< 10 days",good
